id;theme;soustheme;type;question;reponse
1270;Géographie;Capitales;vrai/faux;Vrai ou faux : Riga est la capitale de Lettonie ?;Vrai
1271;Chronologies & Premières fois;Pionniers & records;vrai/faux;Vrai ou faux : Premier ordinateur personnel grand public d'Apple — Apple II (1977) ?;Vrai
1272;Histoire;Dates clés;vrai/faux;Vrai ou faux : Indépendance de l'Inde a eu lieu en 1947 ?;Vrai
1273;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Impasse des deux palais » est de Naguib Mahfouz ?;Vrai
1274;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Burkina Faso est Bakou ?;Faux (c'est Ouagadougou)
1275;Géographie;Capitales;ouverte;Quelle est la capitale de Norvège ?;Oslo
1276;Géographie;Capitales;ouverte;Quelle est la capitale de Angola ?;Luanda
1277;Géographie;Capitales;vrai/faux;Vrai ou faux : Gaborone est la capitale de Botswana ?;Vrai
1278;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Découverte de l'Amérique par Christophe Colomb ?;1492
1279;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Albert Camus ?;L'Étranger
1280;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Jimson Weed » est de Georgia O'Keeffe ?;Vrai
1281;Géographie;Capitales;ouverte;Quelle est la capitale de Congo ?;Brazzaville
1282;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Mozambique est Reykjavik ?;Faux (c'est Maputo)
1283;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Le Penseur » est de Auguste Rodin ?;Vrai
1284;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Russie est Koweït ?;Faux (c'est Moscou)
1285;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « La Peste » est de Albert Camus ?;Vrai
1286;Géographie;Capitales;ouverte;De quel pays San José est-elle la capitale ?;Costa Rica
1287;Géographie;Capitales;vrai/faux;Vrai ou faux : Vientiane est la capitale de Laos ?;Vrai
1288;Géographie;Capitales;vrai/faux;Vrai ou faux : Beyrouth est la capitale de Liban ?;Vrai
1289;Géographie;Capitales;ouverte;Quelle est la capitale de Érythrée ?;Asmara
1290;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Vingt mille lieues sous les mers » est de Jules Verne ?;Vrai
1291;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1969 ?;Premier pas sur la Lune
1292;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Afrique du Sud est Vilnius ?;Faux (c'est Pretoria)
1293;Géographie;Capitales;vrai/faux;Vrai ou faux : Oslo est la capitale de Norvège ?;Vrai
1294;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « La Guerre des mondes » ?;H. G. Wells
1295;Géographie;Capitales;vrai/faux;Vrai ou faux : Port Moresby est la capitale de Papouasie-Nouvelle-Guinée ?;Vrai
1296;Géographie;Capitales;ouverte;Quelle est la capitale de Malaisie ?;Kuala Lumpur
1297;Transports & Explorations;Explorations & engins;vrai/faux;Vrai ou faux : Aéronef géant allemand des années 1930 — Zeppelin ?;Vrai
1298;Géographie;Capitales;ouverte;Quelle est la capitale de Thaïlande ?;Bangkok
1299;Musique;Œuvres, genres, artistes;vrai/faux;Vrai ou faux : Festival de musique de Woodstock (année) — 1969 ?;Vrai
1300;Transports & Explorations;Explorations & engins;vrai/faux;Vrai ou faux : Première femme dans l'espace — Valentina Terechkova ?;Vrai
1301;Médecine & Corps humain;Anatomie/Soins;ouverte;Os le plus long du corps humain;Le fémur
1302;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Le Tartuffe » ?;Molière
1303;Géographie;Capitales;vrai/faux;Vrai ou faux : Asuncion est la capitale de Paraguay ?;Vrai
1304;Chronologies & Premières fois;Pionniers & records;vrai/faux;Vrai ou faux : Première femme prix Nobel de physique — Marie Curie ?;Vrai
1305;Géographie;Capitales;vrai/faux;Vrai ou faux : Dodoma est la capitale de Tanzanie ?;Vrai
1306;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Candide » est de Voltaire ?;Vrai
1307;Langue française & Linguistique;Mots, figures et étymologie;ouverte;Mot français signifiant littéralement 'apéritif dînatoire' en anglais;Potluck
1308;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Miguel de Cervantès ?;Don Quichotte
1309;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Prise de la Bastille ?;1789
1310;Géographie;Capitales;ouverte;De quel pays Varsovie est-elle la capitale ?;Pologne
1311;Géographie;Capitales;ouverte;De quel pays Bridgetown est-elle la capitale ?;Barbade
1312;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Tintin au Tibet » ?;Hergé
1313;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Népal est Managua ?;Faux (c'est Katmandou)
1314;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : IRM (imagerie par résonance magnétique) est associé(e) à Damadian, Lauterbur, Mansfield ?;Vrai
1315;Sport;Records & événements;ouverte;Club ayant gagné le plus de Ligues des champions;Real Madrid
1316;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Cycle naturel de l'eau s'appelle — Cycle hydrologique ?;Vrai
1317;Géographie;Capitales;ouverte;De quel pays Ankara est-elle la capitale ?;Turquie
1318;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Velcro ?;George de Mestral
1319;Géographie;Capitales;ouverte;De quel pays Thimphou est-elle la capitale ?;Bhoutan
1320;Chronologies & Premières fois;Pionniers & records;ouverte;Première femme prix Nobel de physique;Marie Curie
1321;Géographie;Capitales;ouverte;De quel pays Tegucigalpa est-elle la capitale ?;Honduras
1322;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Nom du phénomène inverse de l'acidification des océans — Alcalinisation (ou augmentation du pH) ?;Vrai
1323;Médecine & Corps humain;Anatomie/Soins;ouverte;Nombre de chromosomes chez l'humain;46
1324;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Maya Angelou ?;Je sais pourquoi chante l'oiseau en cage
1325;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : IRM (imagerie par résonance magnétique) ?;Damadian, Lauterbur, Mansfield
1326;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Persistance de la mémoire » ?;Salvador Dalí
1327;Géographie;Capitales;vrai/faux;Vrai ou faux : Hanoï est la capitale de Vietnam ?;Vrai
1328;Géographie;Capitales;ouverte;Quelle est la capitale de Syrie ?;Damas
1329;Économie & Finance;Concepts & crises;ouverte;Théorie de la 'main invisible';Adam Smith
1330;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Trinité-et-Tobago est Ankara ?;Faux (c'est Port of Spain)
1331;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1979 ?;Révolution iranienne
1332;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Allemagne est Luxembourg ?;Faux (c'est Berlin)
1333;Géographie;Capitales;vrai/faux;Vrai ou faux : Prague est la capitale de Tchéquie ?;Vrai
1334;Géographie;Capitales;vrai/faux;Vrai ou faux : Manama est la capitale de Bahreïn ?;Vrai
1335;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Héroïne de la franchise 'The Legend of Zelda' — Zelda ?;Vrai
1336;Musique;Œuvres, genres, artistes;vrai/faux;Vrai ou faux : Chanteur de 'Ne me quitte pas' — Jacques Brel ?;Vrai
1337;Géographie;Capitales;ouverte;De quel pays Lima est-elle la capitale ?;Pérou
1338;Géographie;Capitales;ouverte;Quelle est la capitale de Bulgarie ?;Sofia
1339;Géographie;Capitales;vrai/faux;Vrai ou faux : Djibouti est la capitale de Djibouti ?;Vrai
1340;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : Le Léviathan ?;Thomas Hobbes
1341;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Martin Heidegger est lié à L'Être et le Temps ?;Vrai
1342;Géographie;Capitales;ouverte;Quelle est la capitale de Jordanie ?;Amman
1343;Musique;Œuvres, genres, artistes;ouverte;Chanteur de 'Ne me quitte pas';Jacques Brel
1344;Géographie;Capitales;ouverte;Quelle est la capitale de Éthiopie ?;Addis-Abeba
1345;Histoire;Dates clés;vrai/faux;Vrai ou faux : Introduction de l'euro fiduciaire a eu lieu en 2002 ?;Vrai
1346;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Tanzanie est Bratislava ?;Faux (c'est Dodoma)
1347;Cinéma & Séries;Films, prix, répliques;ouverte;Actrice oscarisée pour 'La Môme';Marion Cotillard
1348;Géographie;Capitales;ouverte;De quel pays Tachkent est-elle la capitale ?;Ouzbékistan
1349;Géographie;Capitales;ouverte;De quel pays Sanaa est-elle la capitale ?;Yémen
1350;Géographie;Capitales;vrai/faux;Vrai ou faux : Bangkok est la capitale de Thaïlande ?;Vrai
1351;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Theodore Maiman ?;Laser
1352;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Panama est Kiev ?;Faux (c'est Panama)
1353;Géographie;Capitales;ouverte;Quelle est la capitale de El Salvador ?;San Salvador
1354;Géographie;Capitales;ouverte;De quel pays Amman est-elle la capitale ?;Jordanie
1355;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Japon est Jérusalem ?;Faux (c'est Tokyo)
1356;Géographie;Capitales;ouverte;Quelle est la capitale de Uruguay ?;Montevideo
1357;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Première croisade ?;1099
1358;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Cœur artificiel ?;Robert Jarvik
1359;Géographie;Capitales;ouverte;Quelle est la capitale de Portugal ?;Lisbonne
1360;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Moteur à explosion est associé(e) à Étienne Lenoir ?;Vrai
1361;Droit & Justice;Institutions & textes;vrai/faux;Vrai ou faux : Organisation européenne des droits de l'homme (sigle) — CEDH ?;Vrai
1362;Cinéma & Séries;Films, prix, répliques;ouverte;Oscar posthume pour le Joker (2008);Heath Ledger
1363;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Peste noire en Europe ?;1347
1364;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Chuck Hull ?;Imprimante 3D
1365;Politique & Institutions;Chefs d'État & organisations;ouverte;Nombre de membres permanents au Conseil de sécurité de l'ONU;5
1366;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Cambodge est Vientiane ?;Faux (c'est Phnom Penh)
1367;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Turkménistan est Hanoï ?;Faux (c'est Achgabat)
1368;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « 1984 » est de George Orwell ?;Vrai
1369;Géographie;Capitales;ouverte;Quelle est la capitale de Soudan ?;Khartoum
1370;Langue française & Linguistique;Mots, figures et étymologie;vrai/faux;Vrai ou faux : Anglicisme pour 'brunch' signifie — Petit-déjeuner + déjeuner ?;Vrai
1371;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Madame Bovary » est de Gustave Flaubert ?;Vrai
1372;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Chine est Mexico ?;Faux (c'est Pékin)
1373;Société & Médias;Réseaux, slogans, démographie;ouverte;Nombre approximatif d'habitants sur Terre (2023);8 milliards
1374;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : Le rhizome ?;Gilles Deleuze
1375;Géographie;Capitales;ouverte;Quelle est la capitale de Rwanda ?;Kigali
1376;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : CRISPR-Cas9 est associé(e) à Jennifer Doudna et Emmanuelle Charpentier ?;Vrai
1377;Géographie;Capitales;vrai/faux;Vrai ou faux : Chisinau est la capitale de Moldavie ?;Vrai
1378;Géographie;Capitales;ouverte;Quelle est la capitale de Bolivie ?;La Paz
1379;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Organe qui produit la bile — Le foie ?;Vrai
1380;Musique;Œuvres, genres, artistes;ouverte;Instrument à 88 touches;Piano
1381;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Andy Warhol ?;Marilyn Diptych
1382;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Portugal est Guatemala ?;Faux (c'est Lisbonne)
1383;Géographie;Capitales;ouverte;Quelle est la capitale de Moldavie ?;Chisinau
1384;Société & Médias;Réseaux, slogans, démographie;ouverte;Premier journal quotidien français;La Presse (1836)
1385;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Number 1A » est de Jackson Pollock ?;Vrai
1386;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1099 ?;Première croisade
1387;Économie & Finance;Concepts & crises;vrai/faux;Vrai ou faux : Pays ayant connu l'hyperinflation en 1923 — Allemagne ?;Vrai
1388;Politique & Institutions;Chefs d'État & organisations;vrai/faux;Vrai ou faux : Régime politique où le pouvoir est détenu par le peuple — Démocratie ?;Vrai
1389;Géographie;Capitales;ouverte;Quelle est la capitale de Chine ?;Pékin
1390;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Le Nom de la rose » est de Umberto Eco ?;Vrai
1391;Gastronomie;Plats & produits;vrai/faux;Vrai ou faux : Cuisine indienne : pain plat cuit au tandoor — Naan ?;Vrai
1392;Géographie;Capitales;ouverte;Quelle est la capitale de Tunisie ?;Tunis
1393;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Commune de Paris ?;1871
1394;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Nom scientifique de l'espèce humaine — Homo sapiens ?;Vrai
1395;Géographie;Capitales;vrai/faux;Vrai ou faux : Addis-Abeba est la capitale de Éthiopie ?;Vrai
1396;Géographie;Capitales;vrai/faux;Vrai ou faux : Bagdad est la capitale de Irak ?;Vrai
1397;Histoire;Dates clés;ouverte;Quel événement historique s'est produit en 1914 ?;Début de la Première Guerre mondiale
1398;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Albert Einstein ?;Relativité restreinte
1399;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Maladie causée par le VIH — Le SIDA ?;Vrai
1400;Sport;Records & événements;vrai/faux;Vrai ou faux : Sport pratiqué par Michael Phelps — Natation ?;Vrai
1401;Nature & Environnement;Faune, flore et climat;ouverte;Plus long fleuve du monde;Nil
1402;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Fahrenheit 451 » est de Ray Bradbury ?;Vrai
1403;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de États-Unis est Mascate ?;Faux (c'est Washington)
1404;Musique;Œuvres, genres, artistes;ouverte;Album 'The Dark Side of the Moon';Pink Floyd
1405;Géographie;Capitales;ouverte;De quel pays Kiev est-elle la capitale ?;Ukraine
1406;Sport;Records & événements;vrai/faux;Vrai ou faux : Nom du trophée du vainqueur du Tour de France — Maillot jaune ?;Vrai
1407;Sport;Records & événements;vrai/faux;Vrai ou faux : Record du 100 m masculin (9,58 s) — Usain Bolt ?;Vrai
1408;Géographie;Capitales;ouverte;Quelle est la capitale de Soudan du Sud ?;Djouba
1409;Médecine & Corps humain;Anatomie/Soins;ouverte;Nom de la bactérie de la tuberculose;Mycobacterium tuberculosis
1410;Géographie;Capitales;ouverte;De quel pays Port-au-Prince est-elle la capitale ?;Haïti
1411;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Fables » ?;Jean de La Fontaine
1412;Géographie;Capitales;ouverte;De quel pays Rabat est-elle la capitale ?;Maroc
1413;Nature & Environnement;Faune, flore et climat;ouverte;Stratégie 'zéro déchet' vise à;Réduire drastiquement la production de déchets
1414;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Estonie est Ouagadougou ?;Faux (c'est Tallinn)
1415;Sport;Records & événements;ouverte;Lieu du Super Bowl LIII (2019);Atlanta
1416;Géographie;Capitales;ouverte;Quelle est la capitale de Lettonie ?;Riga
1417;Géographie;Capitales;ouverte;Quelle est la capitale de Côte d'Ivoire ?;Yamoussoukro
1418;Géographie;Capitales;ouverte;Quelle est la capitale de États-Unis ?;Washington
1419;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Pierre Bourdieu ?;L'habitus
1420;Géographie;Capitales;ouverte;Quelle est la capitale de Slovénie ?;Ljubljana
1421;Géographie;Capitales;vrai/faux;Vrai ou faux : Phnom Penh est la capitale de Cambodge ?;Vrai
1422;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Cinématographe ?;Frères Lumière
1423;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Zénon de Citium est lié à Le stoïcisme ?;Vrai
1424;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « Pyramide du Louvre » ?;Ieoh Ming Pei
1425;Sport;Records & événements;ouverte;Score parfait au bowling;300
1426;Géographie;Capitales;vrai/faux;Vrai ou faux : Bucarest est la capitale de Roumanie ?;Vrai
1427;Géographie;Capitales;ouverte;De quel pays Ljubljana est-elle la capitale ?;Slovénie
1428;Histoire;Dates clés;vrai/faux;Vrai ou faux : Abolition de l'esclavage aux États-Unis a eu lieu en 1865 ?;Vrai
1429;Chronologies & Premières fois;Pionniers & records;vrai/faux;Vrai ou faux : Première greffe de cœur humaine — 1967 ?;Vrai
1430;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Microprocesseur est associé(e) à Intel (Ted Hoff) ?;Vrai
1431;Sport;Records & événements;ouverte;Vainqueur de la Coupe du monde 1998;France
1432;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Slovénie est La Valette ?;Faux (c'est Ljubljana)
1433;Géographie;Capitales;ouverte;De quel pays Harare est-elle la capitale ?;Zimbabwe
1434;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Baptême de Clovis ?;496
1435;Géographie;Capitales;ouverte;Quelle est la capitale de Niger ?;Niamey
1436;Géographie;Capitales;ouverte;De quel pays Bangkok est-elle la capitale ?;Thaïlande
1437;Philosophie & Pensée;Concepts clés;vrai/faux;Vrai ou faux : Søren Kierkegaard est lié à L'angoisse existentielle ?;Vrai
1438;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Parc national emblématique américain créé en 1872 — Yellowstone ?;Vrai
1439;Sciences & Tech;Inventions;ouverte;Qui a inventé/découvert : Clé USB ?;Dov Moran (M-Systems)
1440;Gastronomie;Plats & produits;ouverte;Fromage à pâte persillée d'Auvergne;Roquefort
1441;Technologies du quotidien;Objets & internet;ouverte;Protocole qui sécurise les sites web (https);TLS
1442;Géographie;Capitales;ouverte;Quelle est la capitale de Kirghizistan ?;Bichkek
1443;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Danse » ?;Henri Matisse
1444;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Jordanie est Belgrade ?;Faux (c'est Amman)
1445;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Kafka sur le rivage » ?;Haruki Murakami
1446;Géographie;Capitales;ouverte;Quelle est la capitale de Allemagne ?;Berlin
1447;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Franz Kafka ?;Le Procès
1448;Géographie;Capitales;ouverte;De quel pays Singapour est-elle la capitale ?;Singapour
1449;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Pièce de théâtre où Figaro est valet;Le Mariage de Figaro
1450;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Cormac McCarthy ?;La Route
1451;Géographie;Capitales;ouverte;De quel pays Kigali est-elle la capitale ?;Rwanda
1452;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : Le cogito ?;René Descartes
1453;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Auteur de 'Phèdre';Jean Racine
1454;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Les Années » ?;Annie Ernaux
1455;Géographie;Capitales;ouverte;Quelle est la capitale de Indonésie ?;Jakarta
1456;Géographie;Capitales;ouverte;Quelle est la capitale de Algérie ?;Alger
1457;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Pérou est Accra ?;Faux (c'est Lima)
1458;Géographie;Capitales;vrai/faux;Vrai ou faux : Luxembourg est la capitale de Luxembourg ?;Vrai
1459;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : Blockchain (Bitcoin) est associé(e) à Satoshi Nakamoto ?;Vrai
1460;Droit & Justice;Institutions & textes;vrai/faux;Vrai ou faux : Droit accordé aux femmes de voter en France : année — 1944 ?;Vrai
1461;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Roumanie est Washington ?;Faux (c'est Bucarest)
1462;Géographie;Capitales;ouverte;Quelle est la capitale de Venezuela ?;Caracas
1463;Sciences & Tech;Inventions;ouverte;Quelle invention/découverte est associée à Paul Zoll ?;Pacemaker implantable
1464;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Qui a peint/sculpté « La Jeune Fille à la perle » ?;Johannes Vermeer
1465;Géographie;Capitales;vrai/faux;Vrai ou faux : Minsk est la capitale de Biélorussie ?;Vrai
1466;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Érythrée est Harare ?;Faux (c'est Asmara)
1467;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Grant Wood ?;American Gothic
1468;Théâtre & Danse;Pièces, opéras, ballets;ouverte;Pièce de Beckett avec deux vagabonds;En attendant Godot
1469;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Ghana est Riga ?;Faux (c'est Accra)
1470;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Fondation » est de Isaac Asimov ?;Vrai
1471;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Inde est Victoria ?;Faux (c'est New Delhi)
1472;Arts plastiques & Architecture;Œuvres emblématiques;vrai/faux;Vrai ou faux : « Le Baiser » est de Gustav Klimt ?;Vrai
1473;Sciences & Tech;Inventions;vrai/faux;Vrai ou faux : GPS est associé(e) à Département de la Défense des États-Unis ?;Vrai
1474;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Nom du sabre laser bleu de Luke Skywalker — Anakin/Luke Lightsaber ?;Vrai
1475;Géographie;Capitales;ouverte;Quelle est la capitale de Burkina Faso ?;Ouagadougou
1476;Géographie;Capitales;ouverte;De quel pays Asmara est-elle la capitale ?;Érythrée
1477;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Costa Rica est La Havane ?;Faux (c'est San José)
1478;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Attentats du 11 septembre ?;2001
1479;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Margaret Atwood ?;La Servante écarlate
1480;Géographie;Capitales;ouverte;Quelle est la capitale de Monténégro ?;Podgorica
1481;Géographie;Capitales;ouverte;De quel pays Caracas est-elle la capitale ?;Venezuela
1482;Économie & Finance;Concepts & crises;vrai/faux;Vrai ou faux : Organisation qui prête aux États en difficulté (sigle) — FMI ?;Vrai
1483;Droit & Justice;Institutions & textes;ouverte;Organisation européenne des droits de l'homme (sigle);CEDH
1484;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Processus de disparition d'une espèce — Extinction ?;Vrai
1485;Géographie;Capitales;vrai/faux;Vrai ou faux : Belgrade est la capitale de Serbie ?;Vrai
1486;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Kazimir Malevitch ?;Carré noir
1487;Littérature;Œuvres et auteurs;ouverte;Qui a écrit « Vingt mille lieues sous les mers » ?;Jules Verne
1488;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Le Meilleur des mondes » est de Aldous Huxley ?;Vrai
1489;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Molière ?;Le Tartuffe
1490;Littérature;Œuvres et auteurs;vrai/faux;Vrai ou faux : « Tintin au Tibet » est de Hergé ?;Vrai
1491;Nature & Environnement;Faune, flore et climat;vrai/faux;Vrai ou faux : Forêt tropicale couvrant l'Amazonie — Amazonie ?;Vrai
1492;Géographie;Capitales;vrai/faux;Vrai ou faux : Bogota est la capitale de Colombie ?;Vrai
1493;Géographie;Capitales;ouverte;De quel pays Quito est-elle la capitale ?;Équateur
1494;Géographie;Capitales;ouverte;De quel pays Niamey est-elle la capitale ?;Niger
1495;Littérature;Œuvres et auteurs;ouverte;Quelle œuvre majeure doit-on à Annie Ernaux ?;Les Années
1496;Culture populaire;BD, mangas, jeux vidéo;vrai/faux;Vrai ou faux : Jeu de cartes à collectionner avec Pikachu — Pokémon ?;Vrai
1497;Géographie;Capitales;ouverte;De quel pays Le Caire est-elle la capitale ?;Égypte
1498;Arts plastiques & Architecture;Œuvres emblématiques;ouverte;Quelle œuvre célèbre est associée à Frank Lloyd Wright ?;Fallingwater
1499;Médecine & Corps humain;Anatomie/Soins;ouverte;Partie de l'œil responsable de la vision des couleurs;Les cônes
1500;Médecine & Corps humain;Anatomie/Soins;vrai/faux;Vrai ou faux : Antidote de l'intoxication aux opioïdes — Naloxone ?;Vrai
1501;Chronologies & Premières fois;Pionniers & records;vrai/faux;Vrai ou faux : Premier marathon olympique moderne — 1896 ?;Vrai
1502;Géographie;Capitales;vrai/faux;Vrai ou faux : Pékin est la capitale de Chine ?;Vrai
1503;Politique & Institutions;Chefs d'État & organisations;ouverte;Texte suprême des États-Unis;Constitution des États-Unis
1504;Géographie;Capitales;vrai/faux;Vrai ou faux : Kigali est la capitale de Rwanda ?;Vrai
1505;Philosophie & Pensée;Concepts clés;ouverte;Quel philosophe associe-t-on à : L'angoisse existentielle ?;Søren Kierkegaard
1506;Nature & Environnement;Faune, flore et climat;ouverte;Nom scientifique de l'espèce humaine;Homo sapiens
1507;Géographie;Capitales;vrai/faux;Vrai ou faux : Oulan-Bator est la capitale de Mongolie ?;Vrai
1508;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Algérie est Ljubljana ?;Faux (c'est Alger)
1509;Philosophie & Pensée;Concepts clés;ouverte;Quel concept/ouvrage est lié à Judith Butler ?;La performativité du genre
1510;Théâtre & Danse;Pièces, opéras, ballets;vrai/faux;Vrai ou faux : Opéra italien célèbre 'Nessun dorma' tiré de — Turandot ?;Vrai
1511;Histoire;Dates clés;ouverte;En quelle année a eu lieu : Mai 68 en France ?;1968
1512;Géographie;Capitales;ouverte;Quelle est la capitale de Islande ?;Reykjavik
1513;Géographie;Capitales;vrai/faux;Vrai ou faux : Tallinn est la capitale de Estonie ?;Vrai
1514;Géographie;Capitales;ouverte;Quelle est la capitale de Madagascar ?;Antananarivo
1515;Géographie;Capitales;ouverte;Quelle est la capitale de Bosnie-Herzégovine ?;Sarajevo
1516;Musique;Œuvres, genres, artistes;ouverte;Inventeur du theremin;Léon Theremin
1517;Transports & Explorations;Explorations & engins;vrai/faux;Vrai ou faux : Nom du train à grande vitesse français — TGV ?;Vrai
1518;Géographie;Capitales;ouverte;De quel pays Vilnius est-elle la capitale ?;Lituanie
1519;Géographie;Capitales;vrai/faux;Vrai ou faux : Madrid est la capitale de Espagne ?;Vrai
1520;Géographie;Capitales;vrai/faux;Vrai ou faux : La capitale de Zambie est Kampala ?;Faux (c'est Lusaka)
1521;Sport;Records & événements;vrai/faux;Vrai ou faux : Record du monde du saut à la perche (6,23 m en 2023) — Armand Duplantis ?;Vrai
